,Municipio,Municipal,Estado,Gobernador,Partido
1124,Rafael Lara Grajales,Horacio Castillo Perez,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1125,Los Reyes de Juarez,Manuel Herrera Ponce,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1126,San Andres Cholula,Edmundo Tlatehui Percino,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1127,San Antonio Cañada,Pedro Aquino Belendes,Puebla,Sergio Salomon Cespedes Peregrina,Partido de la Revolución Democrática
1128,San Diego La Mesa Tochimiltzingo,Reynaldo Garcia Campos,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1129,San Felipe Teotlalcingo,Nestor Cortes Gonzalez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1130,San Felipe Tepatlan,Antonio Marquez Zaragoza,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1131,San Gabriel Chilac,Aaron Sertorio Gomez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1132,San Gregorio Atzompa,Jose Avelino Mario Merlo Zanella,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Ciudadano
1133,San Jeronimo Tecuanipan,Angel Cuanalo Aponte,Puebla,Sergio Salomon Cespedes Peregrina,Partido Encuentro Solidario
1134,San Jeronimo Xayacatlan,Ibaan Olguin Arellano,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1135,San Jose Chiapa,Arturo Graciel Lopez Velez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1136,San Juan Atenco,Linda Margarita Medina Vargas,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1137,San Juan Atzompa,Jaquelin Castro Ramos,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1138,San Martin Texmelucan,Maria Norma Layon Aarun,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1139,San Martin Totoltepec,Gloria Bravo Garcia,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1140,San Matias Tlalancaleca,Oscar Anguiano Martinez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1141,San Miguel Ixitlan,Delfino Jesus Ramos Solano,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Ciudadano
1142,San Miguel Xoxtla,Guadalupe Siyancan Peregrina Diaz,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1143,San Nicolas Buenos Aires,Miguel Angel Sanchez Serrano,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1144,San Nicolas de los Ranchos,Gumaro Sandre Popoca,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1145,San Pablo Anicano,Amadeuz Cuadrado Galeano,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1146,San Pedro Cholula,Paola Elizabeth Angon Silva,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1147,San Pedro Yeloixtlahuaca,Denis Karina Rosales Mendez,Puebla,Sergio Salomon Cespedes Peregrina,Fuerza por México
1148,San Salvador el Seco,Manuel Orato Velez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1149,San Salvador el Verde,Jose Gregorio Ojeda Ojeda,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1150,San Salvador Huixcolotla,Manuel Alejandro Porras Florentino,Puebla,Sergio Salomon Cespedes Peregrina,Pacto Social de Integración
1151,San Sebastian Tlacotepec,Raymundo Atanacio Arciga,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1152,Santa Catarina Tlaltempan,Raquel Irma Ramos Alonso,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1153,Santa Ines Ahuatempan,Aide Mendoza Leon,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1154,Santa Isabel Cholula,Veronica Montes Pacio,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1155,Santiago Miahuatlan,Omar Eulogio Toledo Balderas,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1156,Huehuetlan el Grande,Jose Angel Gonzalez Carpinteyro,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1157,Santo Tomas Hueyotlipan,Maria Trinidad Viveros Castellanos,Puebla,Sergio Salomon Cespedes Peregrina,Compromiso por Puebla
1158,Soltepec,Eligio Barrales Gonzalez,Puebla,Sergio Salomon Cespedes Peregrina,Redes Sociales Progresistas
1159,Tecali de Herrera,Miguel Angel Amador Baez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1160,Tecamachalco,Carlos Ignacio Mier Bañuelos,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1161,Tecomatlan,Araceli Garcia Carrion,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1162,Tehuacan,Pedro Tepole Hernandez,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1163,Tehuitzingo,Alfredo Rosas Flores,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1164,Tenampulco,Rosa Maria Garzon Hernandez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1165,Teopantlan,Atanacio Perez Cañete,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1166,Tepanco de Lopez,Eusebio Martinez Benitez,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1167,Tepango de Rodriguez,Dagoberto Galindo Galindo,Puebla,Sergio Salomon Cespedes Peregrina,Pacto Social de Integración
1168,Tepatlaxco de Hidalgo,Rene Ramirez Coyotl,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1169,Tepeaca,Jose Huerta Espinoza,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1170,Tepemaxalco,Gilberto Perez Perez,Puebla,Sergio Salomon Cespedes Peregrina,Pacto Social de Integración
1171,Tepeojuma,Daniel Gerardo Dominguez Alarcon,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1172,Tepetzintla,Antonio Rayon Rivera,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1173,Tepexco,Joel Mejia Cortez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Encuentro Solidario
1174,Tepexi de Rodriguez,Lisandro Aristides Campos Cordoba,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1175,Tepeyahualco,Said de Jesus Godos Luna,Puebla,Sergio Salomon Cespedes Peregrina,Compromiso por Puebla
1176,Tepeyahualco de Cuauhtemoc,Monica Yolanda Martinez Morales,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1177,Tetela de Ocampo,Ruben Barba Mier,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1178,Teteles de Avila Castillo,Mario Alberto Castro Jimenez,Puebla,Sergio Salomon Cespedes Peregrina,Compromiso por Puebla
1179,Teziutlan,Carlos Enrique Peredo Grau,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1180,Tianguismanalco,Martin Zanes Cortes,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1181,Tilapa,Xochitl Gabriela Ariza Razo,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1182,Tlacotepec de Benito Juarez,Giovanni Gonzalez Vieyra,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Ciudadano
1183,Tlacuilotepec,Jose Pedro Antolin Flores Valerio,Puebla,Sergio Salomon Cespedes Peregrina,Fuerza por México
1184,Tlachichuca,Josue Osvaldo Guzman Sanchez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1185,Tlaltenango,Oscar Reyes Ortega,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1186,Tlanepantla,Lino Romero Posadas,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1187,Tlaola,Jesus Viveros Bobadilla,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1188,Tlapacoya,Mauricio Vargas Romero,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1189,Tlapanala,Silverio Galicia Baltazar,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1190,Tlatlauquitepec,Porfirio Loeza Aguilar,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1191,Tlaxco,Juan Neri Licona,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1192,Tochimilco,Aurelio Francisco Tapia Davila,Puebla,Sergio Salomon Cespedes Peregrina,Partido de la Revolución Democrática
1193,Tochtepec,Zenon Badillo Telles,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1194,Totoltepec de Guerrero,Everardo Santos Rodriguez,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1195,Tulcingo,Jose Edgar Garcia Ramirez,Puebla,Sergio Salomon Cespedes Peregrina,Pacto Social de Integración
1196,Tuzamapan de Galeana,Omar Arteaga Ortigoza,Puebla,Sergio Salomon Cespedes Peregrina,Partido de la Revolución Democrática
1197,Tzicatlacoyan,Marco Polo Rodriguez Muñoz,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1198,Venustiano Carranza,Ernesto Garcia Rodriguez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1199,Vicente Guerrero,Francisco Javier Hernandez Morales,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1200,Xayacatlan de Bravo,Maximino Dominguez Herrera,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1201,Xicotepec,Laura Guadalupe Vargas Vargas,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1202,Xicotlan,Francisco Flores Herrera,Puebla,Sergio Salomon Cespedes Peregrina,Compromiso por Puebla
1203,Xiutetelco,Baltazar Narciso Baltazar,Puebla,Sergio Salomon Cespedes Peregrina,Partido del Trabajo
1204,Xochiapulco,Marlit Moreno Alvarez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1205,Xochiltepec,Sandra Lisset Toriz Castro,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1206,Xochitlan de Vicente Suarez,Jose Luis Tirado Cabañez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1207,Xochitlan Todos Santos,Isaac Gutierrez Rodriguez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Ciudadano
1208,Yaonahuac,Elias Lozada Ortega,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1209,Yehualtepec,Marcos Mauricio Perez Moya,Puebla,Sergio Salomon Cespedes Peregrina,Nueva Alianza Puebla
1210,Zacapala,Rosa Hernandez Rebolledo,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1211,Zacapoaxtla,Evelio Navarro Lara,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1212,Zacatlan,Jose Luis Marquez Martinez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1213,Zapotitlan,Eduardo Vazquez Marquez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1214,Zapotitlan de Mendez,Emiliano Vazquez Bonilla,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1215,Zaragoza,Jose Tobias Ramiro Haquet,Puebla,Sergio Salomon Cespedes Peregrina,Partido Verde Ecologista de México
1216,Zautla,Marco Antonio Alejo Calderon,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1217,Zihuateutla,Miguel Angel Morales Morales,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Ciudadano
1218,Zinacatepec,Mario Roberto Huerta Gomez,Puebla,Sergio Salomon Cespedes Peregrina,Movimiento Regeneración Nacional
1219,Zongozotla,Zeth Lima Barrientos,Puebla,Sergio Salomon Cespedes Peregrina,Partido Acción Nacional
1220,Zoquiapan,Ana Tere Hernandez Gonzalez,Puebla,Sergio Salomon Cespedes Peregrina,Partido Revolucionario Institucional
1221,Zoquitlan,Virgilio Efrain Cortes Jimenez,Puebla,Sergio Salomon Cespedes Peregrina,Partido de la Revolución Democrática
1222,Amealco de Bonfil,Rene Mejia Montoya,Queretaro,Mauricio Kuri Gonzalez,Partido Revolucionario Institucional
1223,Pinal de Amoles,Maria Guadalupe Ramirez Plaza,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1224,Arroyo Seco,Ofelia del Castillo Guillen,Queretaro,Mauricio Kuri Gonzalez,Movimiento Regeneración Nacional
1225,Cadereyta de Montes,Miguel Martinez Peñaloza,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1226,Colon,Manuel Montes Hernandez,Queretaro,Mauricio Kuri Gonzalez,Partido Revolucionario Institucional
1227,Corregidora,Roberto Sosa Pichardo,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1228,Ezequiel Montes,Magda Guadalupe Perez Montes,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1229,Huimilpan,Juan Guzman Cabrera,Queretaro,Mauricio Kuri Gonzalez,Partido Verde Ecologista de México
1230,Jalpan de Serra,Efrain Muñoz Cosme,Queretaro,Mauricio Kuri Gonzalez,Candidato independiente
1231,Landa de Matamoros,Marina Ponce Camacho,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1232,El Marques,Enrique Vega Carriles,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1233,Pedro Escobedo,Isidro Amarildo Barcenas Resendiz,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1234,Peñamiller,Juan Carlos Linares Aguilar,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1235,Queretaro,Luis Bernardo Nava Guerrero,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1236,San Joaquin,Carlos Manuel Ledesma Robles,Queretaro,Mauricio Kuri Gonzalez,Partido Verde Ecologista de México
1237,San Juan del Rio,Roberto Carlos Cabrera Valencia,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1238,Tequisquiapan,Jose Antonio Mejia Lira,Queretaro,Mauricio Kuri Gonzalez,Candidato independiente
1239,Toliman,Maria Guadalupe Alcantara de Santiago,Queretaro,Mauricio Kuri Gonzalez,Partido Acción Nacional
1240,Cozumel,Juanita Obdulia Alonso Marrufo,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1241,Felipe Carrillo Puerto,Maricarmen Candelaria Hernandez Solis,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1242,Isla Mujeres,Teresa Atenea Gomez Ricalde,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Partido Acción Nacional
1243,Othon P. Blanco,Yensunni Idalia Martinez Hernandez,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1244,Benito Juarez,Mara Lezama Espinosa ,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1245,Jose Maria Morelos,Erik Noe Borges Yam,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1246,Lazaro Cardenas,Orlando Emir Bellos Tun,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1247,Solidaridad,Roxana Lili Campos Miranda,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Partido Acción Nacional
1248,Tulum,Marciano Dzul Caamal ,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Movimiento Regeneración Nacional
1249,Bacalar,Jose Alfredo Contreras Mendez,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Partido Revolucionario Institucional
1250,Puerto Morelos,Blanca Merari Tziu Muñoz,Quintana Roo,Maria Elena Hermelinda Lezama Espinosa,Partido Verde Ecologista de México
1251,Ahualulco,Jose Ignacio Guerrero Mendoza,San Luis Potosi,Jose Ricardo Gallardo Cardona,Nueva Alianza San Luis Potosí
1252,Alaquines,Florisela Hernandez Chavez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1253,Aquismon,Cuauhtemoc Balderas Yañez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Redes Sociales Progresistas
1254,Armadillo de los Infante,Maria Rocio Castillo Vera,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1255,Axtla de Terrazas,Gregorio Cruz Martinez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Movimiento Regeneración Nacional
1256,Cardenas,Jorge Omar Muñoz Martinez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1257,Catorce,Maria Guadalupe Carrillo Rodriguez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Acción Nacional
1258,Cedral,Howard Francisco Aguilar Vergara,San Luis Potosi,Jose Ricardo Gallardo Cardona,Movimiento Ciudadano
1259,Cerritos,Maria Leticia Vazquez Hernandez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1260,Cerro de San Pedro,Esmeralda Abigail Nava Loredo,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1261,Ciudad del Maiz,Mireya Vancini Villanueva,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Acción Nacional
1262,Ciudad Fernandez,Marco Antonio Gonzalez Jasso,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1263,Ciudad Valles,David Armando Medina Salazar,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1264,Coxcatlan,Roberto Cruz Hurtado,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1265,Charcas,Marisol Najera Alba,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1266,Ebano,Maria Soledad Carreño Linares,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1267,Guadalcazar,Juan Francisco Perez Zapata,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1268,Huehuetlan,Jose Antonio Olivares Morales,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1269,Lagunillas,Sergio Alberto Izaguirre Ponce,San Luis Potosi,Jose Ricardo Gallardo Cardona,Movimiento Ciudadano
1270,Matehuala,Ivan Noe Estrada Guzman,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Acción Nacional
1271,Matlapa,Edgar Ortega Lujan,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Acción Nacional
1272,Mexquitic de Carmona,Jose Hilario Leal Quistian,San Luis Potosi,Jose Ricardo Gallardo Cardona,Movimiento Ciudadano
1273,Moctezuma,Luis Enrique Vega Manzanares,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1274,Rayon,Pablo Berrones Alvarado,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1275,Rioverde,Arnulfo Urbiola Roman,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1276,Salinas,Emmanuel Castro Alvarez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1277,San Antonio,Benito Gonzalez Hernandez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Redes Sociales Progresistas
1278,San Ciro de Acosta,Luis Carlos Pereyra Govea,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1279,San Luis Potosi,Enrique Francisco Galindo Ceballos,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1280,San Martin Chalchicuautla,Luis Fernando Herbert Orta,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1281,San Nicolas Tolentino,Arturo Elias Rodriguez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Conciencia Popular
1282,Santa Catarina,Maria del Amparo Charles Landaverde,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1283,Santa Maria del Rio,Emmanuel Govea Diaz ,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Acción Nacional
1284,Santo Domingo,Maria Celeste Mata Esparza,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1285,San Vicente Tancuayalab,J. Jesus Soni Bulos,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1286,Soledad de Graciano Sanchez,Leonor Noyola Cervantes,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1287,Tamasopo,Luis Alberto Abundis Rangel,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido del Trabajo
1288,Tamazunchale,Jose Luis Meza Vidales,San Luis Potosi,Jose Ricardo Gallardo Cardona,Movimiento Regeneración Nacional
1289,Tampacan,Brisseire Sanchez Lopez,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1290,Tampamolon Corona,Silvia Medina Burgaña,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Verde Ecologista de México
1291,Tamuin,Francisco Joel Limas Rivera,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
1292,Tanlajas,Genaro Ahumada Cedillo,San Luis Potosi,Jose Ricardo Gallardo Cardona,Partido Revolucionario Institucional
